symbol,breakout_price,open_price,current_high,current_low,current_volume,breakout_above_resistance,breakout_pct,volume_ratio,scan_date,breakout_time,eod_price,eod_high,eod_low,eod_volume,price_change_pct,breakout_successful,day_range_pct,performance_rank,overall_success_rate
REDINGTON,241.52,242.73,242.95,241.5,10420,1.4299999999999784,0.5920834713481196,1.0,2025-09-05,09:50:00,236.6,236.9,236.51,6636,-2.04,False,2.67,0.54,28.82
EIDPARRY,1155.7,1163.3,1163.7,1153.1,16532,8.0,0.6922211646621096,0.8340438412834549,2025-09-02,09:50:00,1100.5,1103.7,1100.0,4685,-4.78,False,5.51,0.53,28.82
ABFRL,82.75,83.2,83.23,82.48,69001,0.480000000000004,0.5800604229607298,1.0,2025-09-03,09:50:00,81.3,81.4,81.28,50555,-1.75,False,2.36,0.53,28.82
JMFINANCIL,187.9,188.81,189.0,187.88,83201,1.0999999999999943,0.5854177754124503,1.0,2025-09-05,09:50:00,184.16,184.25,184.02,12876,-1.99,False,2.65,0.53,28.82
KNRCON,200.88,202.05,202.05,200.51,24084,1.170000000000016,0.582437275985671,1.0,2025-09-05,09:50:00,198.92,199.0,198.83,3377,-0.98,False,1.6,0.53,28.82
BRIGADE,918.1,923.35,923.35,917.45,13353,5.25,0.5718331336455723,1.0,2025-09-05,09:50:00,909.5,910.0,909.45,354,-0.94,False,1.51,0.53,28.82
ENGINERSIN,203.38,204.5,204.5,203.28,20658,1.1200000000000045,0.5506932835087052,1.0,2025-09-03,09:50:00,201.82,202.0,201.71,20077,-0.77,False,1.37,0.52,28.82
CASTROLIND,198.92,199.0,200.0,198.0,32182,1.0800000000000125,0.5429318318922243,1.0,2025-09-03,09:50:00,198.28,198.33,198.1,21039,-0.32,False,1.01,0.52,28.82
POONAWALLA,434.6,437.0,437.0,434.0,17340,2.3999999999999773,0.5522319374137086,1.0,2025-09-05,09:50:00,431.45,431.8,431.15,1308,-0.72,False,1.35,0.52,28.82
RCF,161.0,161.48,161.88,161.0,43488,0.8799999999999955,0.5465838509316743,1.0,2025-09-05,09:50:00,157.3,157.4,157.24,12140,-2.3,False,2.88,0.52,28.82
ANANTRAJ,521.0,518.4,523.8,517.0,20729,2.7999999999999545,0.5374280230326208,1.0,2025-09-01,09:50:00,520.35,520.5,519.95,2418,-0.12,False,1.31,0.51,28.82
HFCL,71.23,71.57,71.61,71.23,46155,0.37999999999999545,0.5334830829706521,1.0,2025-09-02,09:50:00,70.36,70.4,70.36,29812,-1.22,False,1.75,0.51,28.82
AXISBANK,1059.3,1061.5,1064.9,1059.3,18795,5.600000000000136,0.5286509959407284,1.0,2025-09-02,09:50:00,1056.7,1057.0,1055.9,19070,-0.25,False,0.85,0.51,28.82
NESTLEIND,1210.0,1212.0,1216.4,1209.8,12399,6.400000000000091,0.5289256198347182,1.0,2025-09-05,09:50:00,1207.8,1209.0,1207.6,3040,-0.18,False,0.73,0.51,28.82
BALRAMCHIN,579.1,581.9,582.5,579.1,114357,3.3999999999999773,0.5871179416335655,0.8846048723132142,2025-09-02,09:50:00,566.35,567.45,566.15,26223,-2.2,False,2.82,0.5,28.82
ABFRL,84.43,84.57,84.9,84.38,364028,0.46999999999999886,0.5566741679497795,0.9124983863306224,2025-09-02,09:50:00,83.7,83.79,83.57,177773,-0.86,False,1.58,0.5,28.82
RTNINDIA,62.91,63.36,63.36,62.83,530981,0.45000000000000284,0.7153075822603766,0.7263589074623942,2025-09-05,09:50:00,62.09,62.14,61.99,122408,-1.3,False,2.18,0.5,28.82
POLICYBZR,1841.6,1851.0,1852.1,1835.7,15366,10.5,0.5701563857515204,0.9188817461503962,2025-09-05,09:50:00,1822.2,1825.0,1821.4,6687,-1.05,False,1.67,0.5,28.82
VBL,482.55,484.7,485.3,482.35,154273,2.75,0.5698891306600352,0.9213760827914399,2025-09-05,09:50:00,469.35,469.4,469.1,60719,-2.74,False,3.36,0.5,28.82
RTNINDIA,62.48,62.78,62.85,62.4,572581,0.37000000000000455,0.5921895006402121,0.8318894163475907,2025-09-05,09:50:00,62.09,62.14,61.99,122408,-0.62,False,1.38,0.49,28.82
SAMMAANCAP,137.88,138.58,138.7,137.74,582831,0.8199999999999932,0.5947200464171694,0.7948436104273353,2025-09-05,09:50:00,137.62,137.71,137.5,122143,-0.19,False,0.87,0.48,28.82
FINPIPE,213.39,214.02,214.55,213.25,18218,1.160000000000025,0.543605604761247,0.5632226550423546,2025-09-01,09:50:00,213.9,214.12,213.9,22212,0.24,True,0.61,0.46,28.82
GRANULES,508.1,510.25,510.95,508.0,26465,2.849999999999966,0.5609132060617922,0.749164921021344,2025-09-02,09:50:00,507.95,507.95,506.65,8024,-0.03,False,0.85,0.45,28.82
ITI,308.7,310.55,310.55,308.2,10190,1.8500000000000227,0.5992873339812189,0.6519513755598209,2025-09-05,09:50:00,307.6,307.8,307.3,3357,-0.36,False,1.05,0.44,28.82
ABFRL,84.18,84.64,84.69,84.17,211956,0.5099999999999909,0.6058446186742587,0.6296801333297684,2025-09-02,09:50:00,83.7,83.79,83.57,177773,-0.57,False,1.33,0.43,28.82
RTNINDIA,63.06,62.92,63.4,62.76,507825,0.3399999999999963,0.5391690453536255,0.7270176107695241,2025-09-05,09:50:00,62.09,62.14,61.99,122408,-1.54,False,2.24,0.43,28.82
EIDPARRY,1135.2,1141.0,1141.0,1132.6,10356,5.7999999999999545,0.5109231853417859,0.6515358844901619,2025-09-02,09:50:00,1100.5,1103.7,1100.0,4685,-3.06,False,3.61,0.4,28.82
GRANULES,508.0,511.0,511.0,507.35,19114,3.0,0.5905511811023622,0.4807767283337316,2025-09-02,09:50:00,507.95,507.95,506.65,8024,-0.01,False,0.86,0.38,28.82
